chain_length,symmetry,polarity,VFT_A,VFT_B,VFT_C,viscosity_40C,viscosity_100C,viscosity_minus20C,Delta_G,friction_coefficient,surface_coverage,engine_speed_RPM,engine_load_N,stribeck_number,fuel_economy_score,RUL
24.9816047538945,0.18513292883861965,0.26170568373590597,2.2792673742621057,715.7319243044119,-57.94324740026676,14572.424059557357,907.6365071161346,984609.1112290357,-29.456261894173487,0.05,1.0,3383.8450366856687,809.4276298902739,6.379591343169631e-05,0.19890850543884536,6
48.02857225639664,0.5419009473783581,0.24697879907199982,2.5948301147937345,709.6047636018372,-55.78923323928711,22088.45886237944,1273.7652880417597,984609.1112290357,-28.99373402273689,0.05,1.0,4123.759009659912,589.4285007096937,0.0001618289363132891,1.9161595265935212,11
39.2797576724562,0.8729458358764083,0.9062545805210367,2.275550397494847,577.8350989925198,-66.66811926962117,2192.243393846296,311.8526418803367,984609.1112290357,-49.300569180495955,0.05,1.0,3535.724450234892,759.8799536916474,1.0681956675391865e-05,0.004539992976248485,23
33.946339367881464,0.7322248864095612,0.2495461998495061,2.354260241849283,618.2960901122032,-59.87539299689091,5140.651788216447,503.51962211221905,984609.1112290357,-31.32861717693036,0.05,1.0,3710.965691798716,931.1585919249889,2.1454089569392652e-05,0.007329605208501333,4
16.24074561769746,0.8065611478614497,0.271949726128631,2.1825606502870936,571.2893647321728,-61.85121914215405,2420.231190416469,302.5600910332706,984609.1112290357,-30.266338685564794,0.05,1.0,1901.9926146578468,661.530865429603,7.286923088070792e-06,0.004539992976248485,4
16.239780813448107,0.6587833667107174,0.7593982624179637,2.0467490502333563,616.1713133786106,-65.25082393635583,2700.14969347797,322.2902304356591,984609.1112290357,-41.38927149639914,0.05,1.0,4383.474566269011,313.43237201713384,3.954495642198413e-05,0.05092803536494607,4
12.32334448672798,0.6922765645178525,0.44973984245054,2.0171485122878363,604.1812013627456,-60.84871032878629,3005.2456121462446,321.6154068024872,984609.1112290357,-34.19330547018306,0.05,1.0,1621.4942343286314,225.62277088052576,2.2617316213078393e-05,0.008740700537164326,9
44.647045830997406,0.8491956515653193,0.7767105569551812,2.2880654357501005,619.9395862818496,-64.39517415861435,3738.570423962921,427.98929745607586,984609.1112290357,-41.833468969090084,0.05,1.0,2359.26525590815,100.48843202365005,9.191679784650557e-05,0.514105271275504,3
34.04460046972835,0.24966800885918594,0.06536615756438524,2.344966296767108,710.9382088160111,-58.46636092745403,14258.077285426481,926.4249350408346,984609.1112290357,-25.96352625283878,0.05,1.0,4557.623521502539,258.0654887012846,0.0002636926959288109,5.125760271534152,3
38.32290311184182,0.4894249636431405,0.4875711936733843,2.3391946835147266,682.5230417645292,-62.425004749682586,8126.061051973658,693.1703457941994,984609.1112290357,-33.74789125332162,0.05,1.0,1434.3417722068912,342.2903349465123,3.5658798762043646e-05,0.037262838841338596,11
10.823379771832098,0.22120944181960223,0.03361360018328263,1.9791573359162564,654.5924946242778,-47.227612371864126,13142.094559417501,617.2555968550299,984609.1112290357,-19.453348015126267,0.05,1.0,4466.715528822816,342.80149509254346,0.00017932415487882167,2.3842119481275375,5
48.79639408647977,0.987668007996647,0.06265320345535452,2.6096898141663165,590.2735642765448,-36.524035204690804,30432.324394132338,1025.8501517741884,984609.1112290357,-27.106187861911454,0.05,1.0,2901.4611420544315,700.373740814794,0.0001320233190286523,1.2196762066428526,4
43.29770563201687,0.9440593396866133,0.906437453344411,2.4730073778872237,609.1830869926323,-67.53219212464735,3422.5128265072676,449.9887036263469,984609.1112290357,-48.246953346688954,0.05,1.0,1734.3466996267405,235.21534919402413,2.64267625189459e-05,0.014548616518534792,3
18.493564427131048,0.0394268113685059,0.13924537111759516,2.11248071181791,736.1733289275161,-49.43069568023278,31077.995551554603,1140.2477388682378,984609.1112290357,-23.489512044894543,0.05,1.0,3948.7741342559143,491.9112143838976,0.0002612505346382979,5.037151668908343,12
17.272998688284027,0.7055751725156885,0.5324206822752171,2.193054182859876,580.1853313965478,-58.210488066800195,3296.5250142467967,350.80405606992633,984609.1112290357,-33.36652769421341,0.05,1.0,2135.5273204789014,104.41722526066748,7.060215822352955e-05,0.26094615410816246,7
17.33618039413735,0.9252483174156658,0.41109560260070654,2.1495635296367097,533.9854085905428,-56.754618597442544,2139.9314990239213,258.8033832333415,984609.1112290357,-35.09080527780734,0.05,1.0,3711.6367835961064,335.0454082137737,2.4825058991598055e-05,0.01187650214422456,5
22.16968971838151,0.18057534512733353,0.3473433262588427,2.065458311012719,692.2359160201122,-53.53672336130742,12914.99448426671,716.271945642259,984609.1112290357,-27.645831155073406,0.05,1.0,4163.582296849787,136.94908801733408,0.0004111789297498837,11.105919771777135,9
30.990257265289515,0.5679452305526295,0.8998333456872725,2.3372890488411286,633.7808956165361,-72.7909465033583,2853.680961698567,405.52995290782775,984609.1112290357,-46.11769906081606,0.05,1.0,3277.315255028057,738.6037419832186,1.3259915355510144e-05,0.004539992976248485,17
27.27780074568463,0.9154882975880418,0.0218233967754895,2.4367637870026986,574.4034860267122,-52.22229858545345,5797.778841607588,497.8084935028345,984609.1112290357,-22.660196554001015,0.05,1.0,4143.994573515068,418.8757696758026,6.006537629572934e-05,0.16878281728707206,3
21.649165607921677,0.03394597858579884,0.6637896861755891,2.3576923911045045,760.5327751535433,-62.02631065262558,18250.96538481877,1154.6780168515854,984609.1112290357,-37.92817900843432,0.05,1.0,4740.185054210505,532.0867637780459,0.0001702657518546201,2.136764498469237,17
34.474115788895176,0.6974202672468399,0.9633944342135504,2.3550794067922327,655.9057853504635,-74.0997515097223,3306.37892106613,456.0001259885685,984609.1112290357,-44.296244658567616,0.05,1.0,3201.607013534736,785.3078311399066,1.4115924794930394e-05,0.004539992976248485,4
15.579754426081674,0.29734900737255077,0.5601681834618419,2.1121984817469905,653.252360997627,-59.03672317978247,6052.704206815287,502.5801861255606,984609.1112290357,-37.47595390265929,0.05,1.0,1609.474210546738,876.6307376840009,1.1637116881148439e-05,0.004539992976248485,25
